movieId,title,genres,total_ratings,mean_score
5481,Austin Powers in Goldmember (2002),Comedy,65.0,2.8461538461538463
5502,Signs (2002),Horror|Sci-Fi|Thriller,63.0,3.1666666666666665
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,87.0,4.155172413793103
5669,Bowling for Columbine (2002),Documentary,58.0,3.7758620689655173
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,102.0,3.5980392156862746
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,188.0,4.0212765957446805
5956,Gangs of New York (2002),Crime|Drama,55.0,3.518181818181818
5989,Catch Me If You Can (2002),Crime|Drama,115.0,3.9217391304347826
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,75.0,4.1466666666666665
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,76.0,3.723684210526316
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,96.0,3.3541666666666665
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,71.0,3.316901408450704
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,141.0,3.9609929078014185
6378,"Italian Job, The (2003)",Action|Crime,59.0,3.6186440677966103
6502,28 Days Later (2002),Action|Horror|Sci-Fi,58.0,3.9741379310344827
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,149.0,3.778523489932886
6711,Lost in Translation (2003),Comedy|Drama|Romance,74.0,4.033783783783784
6863,School of Rock (2003),Comedy|Musical,66.0,3.4015151515151514
6870,Mystic River (2003),Crime|Drama|Mystery,52.0,3.7115384615384617
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,131.0,3.9618320610687023
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,79.0,3.151898734177215
6942,Love Actually (2003),Comedy|Drama|Romance,59.0,3.788135593220339
7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War,62.0,3.903225806451613
7147,Big Fish (2003),Drama|Fantasy|Romance,69.0,3.8333333333333335
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,185.0,4.118918918918919
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,131.0,4.1603053435114505
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,110.0,3.868181818181818
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,92.0,3.5760869565217392
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,50.0,3.05
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,93.0,3.913978494623656
8464,Super Size Me (2004),Comedy|Documentary|Drama,50.0,3.51
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,79.0,3.8037974683544302
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,57.0,3.7719298245614037
8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,61.0,3.4918032786885247
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,75.0,3.7866666666666666
8874,Shaun of the Dead (2004),Comedy|Horror,77.0,4.0064935064935066
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,125.0,3.836
30707,Million Dollar Baby (2004),Drama,52.0,3.8461538461538463
30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,61.0,3.0
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,84.0,3.857142857142857
33166,Crash (2004),Crime|Drama,50.0,3.89
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,78.0,3.4294871794871793
33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,59.0,3.2796610169491527
33794,Batman Begins (2005),Action|Crime|IMAX,116.0,3.8620689655172415
34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,50.0,3.15
34162,Wedding Crashers (2005),Comedy|Romance,58.0,3.5086206896551726
34405,Serenity (2005),Action|Adventure|Sci-Fi,50.0,3.94
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance,74.0,3.5472972972972974
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,71.0,3.816901408450704
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,62.0,3.443548387096774
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,100.0,3.885
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,52.0,3.355769230769231
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,72.0,3.5069444444444446
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama,77.0,3.883116883116883
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,65.0,3.3461538461538463
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,81.0,3.814814814814815
48516,"Departed, The (2006)",Crime|Drama|Thriller,107.0,4.252336448598131
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,64.0,3.9453125
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,90.0,4.0055555555555555
49272,Casino Royale (2006),Action|Adventure|Thriller,81.0,3.9444444444444446
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,53.0,3.7641509433962264
50872,Ratatouille (2007),Animation|Children|Drama,72.0,3.8680555555555554
51255,Hot Fuzz (2007),Action|Comedy|Crime|Mystery,61.0,4.0
51662,300 (2007),Action|Fantasy|War|IMAX,80.0,3.68125
52973,Knocked Up (2007),Comedy|Drama|Romance,52.0,3.6538461538461537
53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,56.0,3.4375
54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX,58.0,3.8620689655172415
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,81.0,3.697530864197531
54503,Superbad (2007),Comedy,55.0,3.8636363636363638
55820,No Country for Old Men (2007),Crime|Drama,64.0,3.8984375
56174,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,62.0,3.4838709677419355
56367,Juno (2007),Comedy|Drama|Romance,65.0,3.769230769230769
58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,149.0,4.238255033557047
59315,Iron Man (2008),Action|Adventure|Sci-Fi,94.0,3.824468085106383
59784,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,54.0,3.4444444444444446
60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,104.0,4.0576923076923075
63082,Slumdog Millionaire (2008),Crime|Drama|Romance,71.0,3.8098591549295775
68157,Inglourious Basterds (2009),Action|Drama|War,88.0,4.136363636363637
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,59.0,3.864406779661017
68954,Up (2009),Adventure|Animation|Children|Drama,105.0,4.004761904761905
69122,"Hangover, The (2009)",Comedy|Crime,76.0,3.6315789473684212
69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,58.0,3.8879310344827585
70286,District 9 (2009),Mystery|Sci-Fi|Thriller,65.0,3.776923076923077
71535,Zombieland (2009),Action|Comedy|Horror,53.0,3.8773584905660377
72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,97.0,3.6030927835051547
73017,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,58.0,3.853448275862069
74458,Shutter Island (2010),Drama|Mystery|Thriller,67.0,4.022388059701493
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,53.0,3.943396226415094
78499,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,55.0,4.109090909090909
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,143.0,4.066433566433567
80463,"Social Network, The (2010)",Drama,57.0,3.8859649122807016
81845,"King's Speech, The (2010)",Drama,58.0,4.043103448275862
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX,50.0,3.91
89745,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,69.0,3.869565217391304
91500,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,54.0,3.435185185185185
91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,76.0,3.9934210526315788
96079,Skyfall (2012),Action|Adventure|Thriller|IMAX,50.0,3.81
99114,Django Unchained (2012),Action|Drama|Western,71.0,3.943661971830986
106782,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,54.0,3.9166666666666665
109374,"Grand Budapest Hotel, The (2014)",Comedy|Drama,52.0,3.7788461538461537
109487,Interstellar (2014),Sci-Fi|IMAX,73.0,3.993150684931507
112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,59.0,4.0508474576271185
116797,The Imitation Game (2014),Drama|Thriller|War,50.0,4.02
122904,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi,54.0,3.8333333333333335
